,category,sub_category,sub_sub_category,gender
888,sports & outdoors,team shop,team clothing,None
889,health & beauty,health care,vitamins & supplements,None
891,sports & outdoors,team shop,team clothing,unisex
892,sports & outdoors,team shop,team clothing,unisex
893,sports & outdoors,team shop,team clothing,None
894,,None,None,None
895,clothing,outerwear,None,womens
896,accessories,belts & buckles,None,mens
897,clothing,tops,None,plus size
898,,None,None,None
899,sports & outdoors,team shop,team clothing,unisex
900,clothing,underwear & intimates,bras,womens
901,,None,None,None
902,sports & outdoors,team shop,team shoes,unisex
903,clothing,underwear & intimates,bras,womens
904,,None,None,None
907,sports & outdoors,team shop,team clothing,unisex
909,shoes,None,None,mens
910,sports & outdoors,team shop,team clothing,None
911,clothing,sweaters,None,womens
912,clothing,pants,None,plus size
914,accessories,luggage & bags,backpacks,unisex
915,sports & outdoors,team shop,team accessories,unisex
916,,None,None,unisex
917,clothing,outerwear,quilted & puffers,womens
918,sports & outdoors,team shop,team clothing,unisex
919,accessories,wallets & money clips,wallets,unisex
920,sports & outdoors,team shop,None,None
922,sports & outdoors,team shop,team clothing,unisex
923,sports & outdoors,team shop,team clothing,unisex
924,accessories,handbags,tote handbags,unisex
925,accessories,luggage & bags,sports & duffel bags,unisex
926,sports & outdoors,team shop,team clothing,None
927,clothing,outerwear,capes & ponchos,womens
929,sports & outdoors,team shop,team clothing,unisex
930,sports & outdoors,team shop,team clothing,unisex
931,sports & outdoors,team shop,team clothing,None
932,,None,None,None
933,sports & outdoors,team shop,team clothing,None
934,clothing,pants,None,mens
935,clothing,outerwear,None,mens
936,,None,None,None
937,,None,None,unisex
938,sports & outdoors,team shop,team clothing,unisex
939,sports & outdoors,team shop,team clothing,unisex
940,shoes,pumps,None,womens
941,sports & outdoors,team shop,team clothing,unisex
942,sports & outdoors,team shop,team clothing,unisex
943,clothing,pants,None,womens
944,sports & outdoors,team shop,team clothing,unisex
945,,None,None,unisex
946,sports & outdoors,team shop,team clothing,unisex
947,sports & outdoors,team shop,team clothing,None
948,,None,None,None
949,clothing,tops,dress shirts,mens
950,sports & outdoors,team shop,team clothing,unisex
951,sports & outdoors,team shop,team accessories,unisex
953,,None,None,None
954,clothing,tops,None,plus size
955,sports & outdoors,team shop,team clothing,unisex
956,sports & outdoors,team shop,team clothing,unisex
957,sports & outdoors,team shop,team clothing,unisex
958,shoes,sandals,None,womens
959,sports & outdoors,team shop,team clothing,unisex
960,accessories,handbags,backpack handbags,unisex
961,clothing,swimwear,swimsuit tops,womens
962,sports & outdoors,team shop,team accessories,unisex
963,,None,None,None
964,,None,None,None
965,sports & outdoors,team shop,team clothing,unisex
966,sports & outdoors,team shop,None,unisex
967,clothing,underwear & intimates,underwear,mens
968,sports & outdoors,team shop,team accessories,unisex
969,sports & outdoors,team shop,team clothing,None
970,kids & baby,boys clothing,boys shirts & tops,baby & toddler
971,sports & outdoors,team shop,team clothing,unisex
972,clothing,underwear & intimates,None,plus size
973,sports & outdoors,team shop,None,unisex
974,sports & outdoors,team shop,team clothing,unisex
975,sports & outdoors,team shop,team clothing,unisex
976,clothing,tops,t-shirts,mens
978,shoes,sandals,None,womens
979,sports & outdoors,team shop,team shoes,unisex
980,accessories,handbags,wristlets,unisex
981,sports & outdoors,team shop,None,unisex
982,home & pet,pet,dog,unisex
983,shoes,loafers,None,mens
984,sports & outdoors,team shop,team clothing,unisex
985,sports & outdoors,team shop,team clothing,unisex
986,clothing,tops,t-shirts,womens
987,sports & outdoors,team shop,team clothing,unisex
988,,None,None,None
989,sports & outdoors,team shop,team clothing,None
990,sports & outdoors,team shop,team clothing,unisex
991,sports & outdoors,team shop,None,unisex
992,sports & outdoors,team shop,team accessories,unisex
993,clothing,sleepwear & loungewear,None,womens
995,clothing,shorts,None,plus size
996,shoes,boots,winter boots,mens
998,sports & outdoors,team shop,team clothing,unisex
1000,clothing,dresses,None,womens
1001,clothing,dresses,day dresses,womens
1002,sports & outdoors,team shop,team clothing,None
1003,sports & outdoors,team shop,team clothing,unisex
1004,clothing,tops,dress shirts,mens
1005,sports & outdoors,team shop,team accessories,None
1009,sports & outdoors,team shop,team accessories,unisex
1010,home & pet,kitchen & dining,dining,None
1011,,None,None,mens
1012,clothing,underwear & intimates,underwear,womens
1013,sports & outdoors,team shop,team shoes,unisex
1014,,None,None,unisex
1015,,None,None,unisex
1016,sports & outdoors,team shop,team clothing,unisex
1017,clothing,shorts,None,womens
1018,sports & outdoors,team shop,team clothing,None
1019,automotive,auto exterior accessories,None,None
1021,clothing,uniforms,professional uniforms,unisex
1022,,None,None,unisex
1023,kids & baby,boys clothing,boys shirts & tops,boys
1024,clothing,None,None,womens
1026,clothing,None,None,plus size
1027,,None,None,None
1029,clothing,pants,None,mens
1030,sports & outdoors,team shop,team accessories,unisex
1031,shoes,sneakers & athletic shoes,running shoes,mens
1032,sports & outdoors,team shop,team clothing,unisex
1033,clothing,tops,None,womens
1034,clothing,tops,None,womens
1035,clothing,tops,None,womens
1036,sports & outdoors,team shop,team clothing,unisex
1037,sports & outdoors,team shop,team clothing,unisex
1038,sports & outdoors,team shop,team clothing,unisex
1039,sports & outdoors,team shop,team clothing,unisex
1040,,None,None,None
1041,clothing,tops,t-shirts,mens
1042,sports & outdoors,team shop,team clothing,None
1043,shoes,pumps,None,womens
1044,sports & outdoors,team shop,team accessories,unisex
1046,accessories,handbags,shoulder handbags,womens
1047,clothing,outerwear,None,womens
1048,shoes,pumps,None,womens
1049,,None,None,unisex
1050,,None,None,mens
1051,,None,None,None
1052,clothing,dresses,None,womens
1053,sports & outdoors,team shop,team clothing,unisex
1054,sports & outdoors,team shop,team clothing,unisex
1055,clothing,sweaters,None,womens
1056,sports & outdoors,team shop,team clothing,unisex
1057,accessories,luggage & bags,backpacks,None
1058,sports & outdoors,team shop,team clothing,unisex
1059,sports & outdoors,team shop,team clothing,unisex
1060,sports & outdoors,team shop,team clothing,unisex
1062,sports & outdoors,team shop,team accessories,unisex
1063,kids & baby,girls clothing,girls shirts & tops,girls
1064,sports & outdoors,team shop,team accessories,unisex
1065,,None,None,None
1066,clothing,activewear,None,womens
1068,clothing,tops,None,womens
1069,sports & outdoors,team shop,team clothing,unisex
1070,clothing,outerwear,None,womens
1071,electronics,computer parts & hardware,networking,None
1072,,None,None,None
1073,,None,None,None
1074,sports & outdoors,team shop,team accessories,unisex
1075,clothing,tops,blouses,womens
1077,,None,None,womens
1078,kids & baby,girls clothing,girls shirts & tops,girls
1079,sports & outdoors,team shop,team clothing,None
1080,sports & outdoors,team shop,team accessories,unisex
1081,clothing,outerwear,None,mens
1082,accessories,gloves & mittens,None,unisex
1083,,None,None,None
1084,,None,None,unisex
1085,sports & outdoors,team shop,team clothing,unisex
1086,clothing,denim,straight leg,mens
1087,,None,None,unisex
1088,clothing,shorts,None,womens
1090,sports & outdoors,team shop,team clothing,unisex
1091,,None,None,None
1092,clothing,tops,None,womens
1093,,None,None,None
1094,accessories,handbags,None,womens
1095,clothing,pants,None,womens
1096,sports & outdoors,team shop,team clothing,unisex
1097,clothing,outerwear,None,mens
1098,shoes,None,None,womens
1099,sports & outdoors,team shop,team accessories,unisex
1100,kids & baby,baby,baby clothes,baby & toddler
1101,clothing,tops,None,womens
1102,sports & outdoors,team shop,team clothing,None
1104,,None,None,mens
1105,,None,None,unisex
1106,clothing,outerwear,blazers,womens
1107,sports & outdoors,team shop,team clothing,unisex
1108,clothing,suits,skirt suits,womens
1109,sports & outdoors,team shop,team clothing,unisex
1110,accessories,jewelry,necklaces,unisex
1111,sports & outdoors,team shop,team clothing,unisex
1112,,None,None,unisex
1113,sports & outdoors,team shop,team clothing,unisex
1114,sports & outdoors,team shop,team clothing,None
1115,clothing,outerwear,None,womens
1116,,None,None,None
1117,,None,None,unisex
1118,sports & outdoors,team shop,None,unisex
1119,sports & outdoors,team shop,team accessories,unisex
1120,,None,None,unisex
1122,kids & baby,baby,baby clothes,baby boys
1123,clothing,None,None,womens
1124,accessories,wallets & money clips,wallets,unisex
1125,sports & outdoors,team shop,team accessories,unisex
1126,clothing,dresses,None,womens
1127,,None,None,None
1128,home & pet,pet,dog,unisex
1129,clothing,tops,None,mens
1130,sports & outdoors,golf & racquet sports,golf,None
1131,,None,None,None
1133,clothing,pants,None,womens
1134,sports & outdoors,team shop,team clothing,unisex
1135,clothing,sweaters,None,womens
1136,accessories,umbrellas,None,None
1137,,None,None,unisex
1138,sports & outdoors,team shop,team clothing,unisex
1139,accessories,handbags,tote handbags,unisex
1140,sports & outdoors,team shop,team clothing,None
1141,sports & outdoors,team shop,team accessories,unisex
1142,,None,None,None
1144,sports & outdoors,team shop,team clothing,unisex
1146,,None,None,unisex
1147,sports & outdoors,team shop,team clothing,None
1148,,None,None,unisex
1149,clothing,outerwear,None,mens
1150,sports & outdoors,team shop,team clothing,unisex
1151,,None,None,unisex
1152,,None,None,unisex
1153,sports & outdoors,team shop,team clothing,unisex
1154,sports & outdoors,team shop,team clothing,unisex
1155,kids & baby,girls clothing,girls shirts & tops,girls
1157,sports & outdoors,team shop,team clothing,unisex
1158,sports & outdoors,team shop,team accessories,unisex
1159,sports & outdoors,team shop,team clothing,unisex
1160,,None,None,None
1161,sports & outdoors,team shop,team clothing,unisex
1162,sports & outdoors,team shop,team clothing,unisex
1163,clothing,activewear,active tops,womens
1165,clothing,underwear & intimates,bras,womens
1166,shoes,None,None,womens
1167,clothing,outerwear,None,mens
1168,clothing,sleepwear & loungewear,pajamas,womens
1169,shoes,oxford shoes,None,mens
1170,sports & outdoors,team shop,team accessories,unisex
1171,sports & outdoors,team shop,team clothing,unisex
1172,sports & outdoors,team shop,team clothing,unisex
1173,,None,None,unisex
1174,,None,None,unisex
1175,,None,None,None
1176,clothing,dresses,day dresses,womens
1177,,None,None,None
1178,sports & outdoors,team shop,team clothing,unisex
1179,clothing,tops,None,womens
1180,,None,None,unisex
1181,,None,None,unisex
1182,,None,None,None
1183,shoes,sandals,None,womens
1184,clothing,dresses,None,womens
1185,clothing,outerwear,None,womens
1186,,None,None,None
1187,,None,None,None
1188,sports & outdoors,team shop,team clothing,unisex
1189,shoes,None,None,mens
1190,sports & outdoors,team shop,team accessories,unisex
1191,clothing,underwear & intimates,bras,womens
1192,,None,None,unisex
1193,kids & baby,boys clothing,boys coats & jackets,baby & toddler
1194,sports & outdoors,team shop,team clothing,None
1195,sports & outdoors,team shop,team clothing,None
1197,sports & outdoors,team shop,team clothing,unisex
1198,sports & outdoors,team shop,team accessories,unisex
1199,sports & outdoors,team shop,team accessories,unisex
1200,sports & outdoors,team shop,team clothing,unisex
1202,sports & outdoors,team shop,team clothing,unisex
1203,clothing,tops,None,womens
1204,clothing,sweaters,None,womens
1205,,None,None,womens
1206,sports & outdoors,team shop,team clothing,unisex
1207,sports & outdoors,team shop,team clothing,unisex
1209,sports & outdoors,team shop,team clothing,unisex
1211,sports & outdoors,team shop,team clothing,None
1212,sports & outdoors,team shop,team clothing,unisex
1213,clothing,underwear & intimates,shapewear,womens
1214,sports & outdoors,team shop,team clothing,unisex
1216,accessories,handbags,satchels,womens
1217,sports & outdoors,team shop,team clothing,None
1218,accessories,handbags,crossbody bags,unisex
1219,sports & outdoors,team shop,team clothing,unisex
1220,clothing,tops,polo shirts,mens
1221,accessories,None,None,womens
1222,,None,None,None
1223,clothing,dresses,day dresses,womens
1224,shoes,loafers,None,mens
1225,accessories,jewelry,rings,unisex
1226,kids & baby,girls clothing,None,baby & toddler
1227,sports & outdoors,team shop,None,None
1228,clothing,outerwear,None,womens
1229,sports & outdoors,team shop,team clothing,unisex
1230,clothing,None,None,womens
1231,sports & outdoors,team shop,team clothing,unisex
1232,sports & outdoors,team shop,team clothing,unisex
1234,,None,None,unisex
1235,clothing,pants,None,mens
1236,sports & outdoors,outdoor games,skateboard,None
1237,sports & outdoors,team shop,team clothing,None
1238,,None,None,None
1239,clothing,outerwear,leather & faux leather,mens
1240,accessories,handbags,shoulder handbags,None
1242,clothing,denim,None,womens
1243,sports & outdoors,team shop,team clothing,unisex
1244,kids & baby,girls clothing,girls sleep & underwear,girls
1246,kids & baby,boys clothing,boys sleep & underwear,baby & toddler
1247,,None,None,None
1248,clothing,tops,blouses,womens
1249,sports & outdoors,team shop,None,None
1250,sports & outdoors,adventure sports,hiking & camping,womens
1251,clothing,tops,None,plus size
1252,sports & outdoors,team shop,team clothing,unisex
